Unnamed: 0,timestamp,ego_vehicle_x,ego_vehicle_y,ego_vehicle_z,ego_vehicle_v,leader_vehicle_x,leader_vehicle_y,leader_vehicle_z,leader_vehicle_v
0,0.0,-247.8453826904297,-99.95854949951172,10.027400016784668,0.5360394282527272,-247.12286376953125,-49.81111145019531,10.024527549743652,0.5348120815374203
1,0.050000000745058504,-247.8453826904297,-99.95854949951172,10.02081298828125,0.4416833282929409,-247.12286376953125,-49.81112289428711,10.017980575561523,0.4404876496616852
2,0.10000000149011656,-247.8453826904297,-99.95854949951172,10.0155029296875,0.3540720851280165,-247.12286376953125,-49.811126708984375,10.012710571289062,0.3529233497029672
3,0.15000000223517507,-247.8453826904297,-99.95854949951172,10.011284828186035,0.2801403701743207,-247.12286376953125,-49.81114196777344,10.008524894714355,0.2792435769359549
4,0.20000000298023268,-247.8453826904297,-99.95854949951172,10.007969856262209,0.2192686354266501,-247.12286376953125,-49.8111572265625,10.005240440368652,0.2184347835225472
5,0.2500000037252912,-247.8453826904297,-99.95854949951172,10.005390167236328,0.1701210248224394,-247.12286376953125,-49.81117248535156,10.002685546875,0.1695976900125919
6,0.3000000044703488,-247.8453826904297,-99.95854949951172,10.003397941589355,0.1310228177198317,-247.12286376953125,-49.811180114746094,10.000712394714355,0.1305970513634298
7,0.35000000521540686,-247.8453826904297,-99.95854949951172,10.001871109008787,0.1002871306089377,-247.12286376953125,-49.81119155883789,9.999199867248535,0.0999510168493888
8,0.4000000059604649,-247.8453826904297,-99.95854949951172,10.00070571899414,0.0763360822327138,-247.12286376953125,-49.81119918823242,9.998046875,0.0760870789309018
9,0.450000006705523,-247.8453826904297,-99.95854949951172,9.999821662902832,0.0578092408285907,-247.12286376953125,-49.81120681762695,9.997172355651855,0.0575804049828747
10,0.500000007450581,-247.8453826904297,-99.95854949951172,9.999152183532717,0.043693692514777,-247.12286376953125,-49.81121063232422,9.996512413024902,0.0434498375646335
11,0.5500000081956391,-247.8453826904297,-99.95854949951172,9.998649597167969,0.032749941914394,-247.12286376953125,-49.81121063232422,9.996015548706056,0.0326146365616149
12,0.6000000089406972,-247.8453826904297,-99.95854949951172,9.998272895812988,0.0245439708194189,-247.12286376953125,-49.81121444702149,9.995643615722656,0.0244818256115044
13,0.6500000096857552,-247.8453826904297,-99.95854949951172,9.997990608215332,0.0183895594262075,-247.12286376953125,-49.81121444702149,9.995363235473633,0.0183309386130339
14,0.7000000104308133,-247.8453826904297,-99.95854949951172,9.997780799865724,0.0136850364747453,-247.12286376953125,-49.81121826171875,9.995156288146973,0.0135548200822448
15,0.7500000111758709,-247.8453826904297,-99.95854949951172,9.997624397277832,0.0102776511168631,-247.12286376953125,-49.81121826171875,9.995001792907717,0.0101730629537839
16,0.8000000119209285,-247.8453826904297,-99.95854949951172,9.997570991516112,0.002272898534271,-247.12286376953125,-49.81121826171875,9.994948387145996,0.0022532723347049
17,0.8500000126659879,-247.8453826904297,-99.95854949951172,9.997526168823242,0.0033758151052093,-247.12286376953125,-49.81121826171875,9.994906425476074,0.0034031535926745
18,0.9000000134110464,-247.8453826904297,-99.95854949951172,9.997476577758787,0.0036619582857104,-247.12286376953125,-49.81121826171875,9.994855880737305,0.003638977152676
19,0.950000014156104,-247.8453826904297,-99.95854949951172,9.997426986694336,0.0035173224575561,-247.12286376953125,-49.81121826171875,9.994807243347168,0.0034852539402302
20,1.0000000149011612,-247.8453826904297,-99.95854949951172,9.997381210327148,0.0032326686510786,-247.12286376953125,-49.81121826171875,9.994762420654297,0.0031726861171669
21,1.0500000156462197,-247.8453826904297,-99.95854949951172,9.99734115600586,0.002726494242655,-247.12286376953125,-49.81121826171875,9.994723320007324,0.002723764515533
22,1.1000000163912778,-247.8453826904297,-99.95854949951172,9.997306823730469,0.0022505370696654,-247.12286376953125,-49.81121826171875,9.99468994140625,0.0022575298813635
23,1.1500000171363358,-247.8453826904297,-99.95854949951172,9.99728012084961,0.0018357155370123,-247.12286376953125,-49.81122589111328,9.994661331176758,0.0017819681128214
24,1.2000000178813939,-247.8453826904297,-99.95854949951172,9.99728012084961,0.0,-247.12286376953125,-49.81122589111328,9.994661331176758,0.0
25,1.250000018626452,-247.8453826904297,-99.95854949951172,9.997258186340332,0.000585409174238,-247.12286376953125,-49.81122589111328,9.99463939666748,0.0005659811289269
26,1.30000001937151,-247.8453826904297,-99.95854949951172,9.997246742248535,0.0007133868312992,-247.12286376953125,-49.81122589111328,9.99462890625,0.0006965598545305
27,1.350000020116568,-247.8453826904297,-99.95854949951172,9.997236251831056,0.0007168931695854,-247.12286376953125,-49.81122589111328,9.99461841583252,0.0006692354271065
28,1.4000000208616261,-247.8453826904297,-99.95854949951172,9.99722671508789,0.0006642329832317,-247.12286376953125,-49.81122589111328,9.994610786437988,0.0006464466720152
29,1.4500000216066842,-247.8453826904297,-99.95854949951172,9.99721908569336,0.0005679144101227,-247.12286376953125,-49.81122589111328,9.99460220336914,0.0005979163353031
30,1.5000000223517422,-247.8453826904297,-99.95854949951172,9.997211456298828,0.0004941079344312,-247.12286376953125,-49.81122589111328,9.994595527648926,0.0005069515891637
31,1.5500000230968003,-247.8453826904297,-99.95854949951172,9.997204780578612,0.0004390362329071,-247.12286376953125,-49.81122589111328,9.994587898254396,0.0004381615447436
32,1.6000000238418584,-247.8453826904297,-99.95854949951172,9.997200965881348,0.0003536412332286,-247.12286376953125,-49.81122589111328,9.994584083557127,0.0003795158089443
